Police Station,Year,Type,Date,Time,Place,Latitude,Longitude
Puttenahalli,2015,Ordinary Theft,05/01/15,11:30,"vasavi condiments, market road, near sajjan rao circle, vv puram, b-lore",12.963508,77.57371142
Basavanagudi,2019,Robbery,9/7/2019,22:45,"Infront of Rajastani Rasui shop Market road, VV Puram, B-lore",12.96350804,77.57371142
Puttenahalli,2016,Ordinary Theft,24/03/16,18:15,"Jayaramadas layout, KR Market, B-lore",12.96363745,77.57107157
Thalaghtappura,2017,Assault,6/23/2017,,"NO.1226, 17TH MAIN,, MUNESHWARA BLOCK, Bengaluru City, Karnaka,
560026",12.963685,77.5421546
Girinagar,2015,2 wheeler theft,29/06/2015,4:15:00 PM,"In front of House, No Nill, Krishnappa Compound,, Near Hyundai Show Room,
Jaraganahalli,, Bengaluru City, Karnaka, 560078",12.9637533,77.5168826
Jayanagar,2017,2 wheeler theft,6/7/2017,,"parking place, minto hospital, b-lore",12.96392124,77.57162291
Puttenahalli,2017,Ordinary Theft,26/01/17,11:30,"pmssy hospital, victoria hospital, b-lore",12.96392124,77.57162291
Puttenahalli,2017,Ordinary Theft,13/02/17,12:00,"room no 2, 2nd block, bmc ladies hostel, tippu sulthan palace opp, b-lore",12.96392124,77.57162291
Jayanagar,2016,2 wheeler theft,28/05/16,8:15:00 PM,"No.42/1, 4th Cross, Ashoknagar, BSK 1st Stage, Bengaluru City",12.963980,77.558069
Jayanagar,2016,2 wheeler theft,3/11/2016,7:40:00 PM,"Opp.670/1, 5th Main Road, Near, Madduramma temple, Srinagara Bengaluru City",12.96433,77.555479
Puttenahalli,2015,Ordinary Theft,09/02/15,8:30,"Bharh petrol bunk, mysore road, near st.joseph church, b-lore",12.9643471,77.57316377
Banashankari,2016,Robbery,9/9/2016,20:15,"NEAR SHYA SAI CIRCLE, 9th MAIN 5th BLOCK,JAYANAGAR",12.96557,77.60625
Banashankari,2016,Robbery,9/12/2016,20:00,"Near South end Circle, Jayanagara 6th Block",12.96557,77.60625
Hanumantha Nagar,2019,2 wheeler theft,24/10/2019,4:00:00 PM,"In Compound No-33, 9th 'C' Cross, 40th Main, SBI Colony, J P Nagar 1st Phase,
Bengaluru City, Karnaka, 560078",12.96557,77.60625
Hanumantha Nagar,2019,2 wheeler theft,9/3/2019,12:00:00 PM,"In Front Of No-50, 4th
Cross, Near Ganesh
Temple, Kadirenahalli New
Colony, BSK 2nd Stage,
Bengaluru City,",12.96557,77.60625
Hanumantha Nagar,2019,2 wheeler theft,12/3/2019,1:00:00 PM,"In Front Of No-3856, 24th Main, 36th Cross,,
Banashankari 2nd Stage,
Bengaluru City,",12.96557,77.60625
Hanumantha Nagar,2019,2 wheeler theft,14/03/2019,1:45:00 PM,"In front Of NO-109A,
13th Cross, 22nd Main,,
Raghavendra Layout,
Padmanabhanagar,
Bengaluru City,",12.96557,77.60625
Hanumantha Nagar,2019,2 wheeler theft,20/03/2019,3:45:00 PM,"In frount Of No-42, C/o
Bhari House, 1st Main,
Sapalamma Temple Road,
Kadirenahalli,BSK 2nd
Stage, Bengaluru City,",12.96557,77.60625
Hanumantha Nagar,2019,2 wheeler theft,20/03/2019,6:30:00 PM,"Near Kadirenahalli Lorry
Stand,, Banashankari 2nd
Stage, Bengaluru City,",12.96557,77.60625
Hanumantha Nagar,2018,2 wheeler theft,17/04/2018,10:00:00 AM,"HOUSEEY PVT.Ltd No.1360, 100Feet road,, Jayanagar 9th Block, Bengaluru City,
Karnaka, 560069",12.9662285,77.6392596
Siddapura,2018,Kidnap,7/7/2018,12:45,"Magadi road,okalipuara,bangalore",12.966528,77.401109
Girinagar,2018,2 wheeler theft,5/5/2018,,"oppo, Suvarna Silk ,Gandhi Bazar MaIn Road, Basavanagudi Bengaluru City Karnaka 560004",12.966618,77.588783
Basavanagudi,2018,Robbery,27/06/2018,12:00,"In front Of Clinics,
No-150, 6th Cross,, 10th
Main, Shastry Nagar,
Bengaluru City,",12.967071,77.670484
C K Achuktu,2016,2 wheeler theft,26/08/2016,11:30:00 AM,"in front Of House no-113 28th cross,7th block jayanagara",12.968045,77.522814
C K Achuktu,2017,2 wheeler theft,19/04/2017,1:00:00 PM,"In Front Of Shanthi Hospital, 40th Cross, 2nd Main,Jayanagara 8th Block",12.969573,77.529824
Basavanagudi,2016,Robbery,31/12/2016,12:30:00,"no.28, 2nd floor, 4th cross, papareddy palya, jnanabharhi, Bengaluru City,
Karnaka,",12.969606,77.504592
Girinagar,2016,2 wheeler theft,19/12/2016,9:00:00 AM,"No.529, 12thmain road, MTB Roa, J P Nagar, 2nd Phase, Bengaluru City,
Karnaka, 560078",12.9703481,77.6419314
K S Layout,2019,2 wheeler theft,22/02/2019,17:30:00 PM,"No 194, Kumara nilaya, 11th main, 7th cross, Hanumanthanagar, Bangalore",12.971163,77.645682
Girinagar,2018,2 wheeler theft,5/10/2018,,"Sanaman Lodge Beside Conservensi Road, R.V Road Basavanagudi Bengaluru City Karnaka 560004",12.971404,77.578549
Banashankari,2016,Attempted Murder,10/2/2016,7:00,"No 556, 10th A Main road, 35th Cross, 5th Block, Jayanagara Bangalore",12.971599,77.594563
Basavanagudi,2015,Chain Snatching,9/6/2015,20:15,"39TH A CROSS, 14TH MAIN JUNCTION, 4TH T BLOCK JAYANAGARA Bangalore",12.971599,77.59456
C K Achuktu,2015,2 wheeler theft,15/01/2015,7:00:00 PM,"Near Shalini park, 10main,Jayanagara 5th block",12.971599,77.594563
C K Achuktu,2015,2 wheeler theft,26/01/2015,5:00:00 PM,"PARKING PLACE OF RTO OFFICE, 30TH CROSS,4TH BLOCK JAYANAGAR",12.971599,77.594563
C K Achuktu,2015,2 wheeler theft,31/01/2015,12:00:00 PM,"4th MAIN, 36th CROSS JUNCTION, 4th BLOCK, Jayanagar",12.971599,77.594563
C K Achuktu,2015,2 wheeler theft,11/2/2015,11:00:00 AM,"Near Beeda Shop, 33rd Cross, 9th Main,4th Block Jayanagar",12.971599,77.594563
C K Achuktu,2015,2 wheeler theft,12/2/2015,4:00:00 PM,"Infront of No: 167/4, 16th Main, 31st Cross,Opp to BES College, 4th T Block",12.971599,77.594563
C K Achuktu,2015,2 wheeler theft,13/02/2015,1:30:00 PM,"NO,338, Shakambarinagara,Kanakapura Main Road",12.971599,77.594563
C K Achuktu,2016,2 wheeler theft,18/03/2016,11:30:00 AM,"Opp Vadiraja Coffee Center, 9th Main road,3rd Block, Jayanagara",12.971599,77.594563
Hanumantha Nagar,2018,2 wheeler theft,22/06/2018,11:40:00 AM,"Infornt of House No
133.Varchasvi,, Near
Prhan school, 6th Cross,
Padmanabahanagar,
Bengaluru City,",12.971599,77.594563.
Siddapura,2015,Assault,31/03/2015,12:00,"Infront of No.581,44th Cross, 8th Block Jayanagara, Bengaluru City,",12.971599,77.594563
Siddapura,2015,Assault,31/10/2015,9:30,"OPP SriKrishna
Sevasrama Hospital 46th
Cross, Jayanagara 5th
Block, Bengaluru City",12.971599,77.594563
Siddapura,2016,Assault,19/03/2016,11:15,"Near Vijaya Collee, 4th
Block,, Jayanagara,
Bengaluru City,",12.971599,77.594563
Siddapura,2016,Assault,12/12/2016,4:00,"Near NMKRV College,,
Jayanagar 3rd Block,
Bengaluru City",12.971599,77.594563
Siddapura,2016,Assault,18/12/2016,5:00,"Near House No 309/1,
3rd Main, Jayanagara 6th
Block, Bengaluru City,",12.971599,77.594563
Siddapura,2016,Assault,22/12/2016,5:30,"M/s Good Times, No. 20,
4th Floor, 9th Main,
Jayanagara 3rd Block,
Bengaluru City,",12.971599,77.594563
Subramanyapura,2019,Assault,20/06/2019,12:00,"Opposite SBI Bank,
Ashoka pillar road, Near
Dara Bendre circle, 3rd
Block Jayanagar, Bengaluru",12.971599,77.594563
Jayanagar,2017,2 wheeler theft,30/08/17,4:30:00 PM,"Near pes Colage, Hanumanthanagar, Bangalore",12.97171,77.555783
Banashankari,2016,Robbery,7/2/2016,20:45,"NEAR BUS STOP PAI VICEROY, 9th MAIN, JAYANAGAR 3rd BLOCK",12.97194,77.59369
Banashankari,2016,Robbery,26/10/2016,21:00,"Near BES College, 16th Main,Jayanagar 4th T Block,",12.97194,77.59369
Banashankari,2016,Robbery,26/10/2016,16:30,"Laibrary Road, 5th Main Jayanagara 3rd Block",12.97194,77.59369
Hanumantha Nagar,2019,2 wheeler theft,9/5/2019,7:30:00 PM,"In fornt Of Our School
26th Cross,, Banashankari
2nd Stage, Bengaluru City,",12.97194,77.59369
Konanakunte,2019,Ordinary Theft,24/04/2019,11:00,"27th Cross Near Krishna
Grand Hotel, Banashankari
2nd Stage, Bengaluru City,",12.97194,77.593689
Girinagar,2016,2 wheeler theft,19/03/2016,4:40:00 PM,"Parking Place, Star Bucks Cafe , HBCS Layout, 4th Phase J.P Nagar, Bengaluru
City, Karnaka, 560078",12.9737491,77.5396984
Girinagar,2016,2 wheeler theft,19/03/2016,8:15:00 PM,"No-226, 11th B' Cross, 14th Main,, JP Nagar 2nd Phase, Bengaluru City,
Karnaka, 560078",12.9737491,77.5374201
Girinagar,2019,2 wheeler theft,20/02/2019,,"Opp, Ba Show Room, DVG Road, Basavanagudi, Bengaluru",12.974561,77.576241
Hanumantha Nagar,2019,2 wheeler theft,24/08/2019,11:30:00 AM,"Front Of House No-31.2
Nd Cross,2Nd Main,KS
Colony, Tyagarajanagar
Banashankari 2 Nd Stage,
Bengaluru City,",12.97609,80.18514
Hanumantha Nagar,2019,2 wheeler theft,8/4/2019,1:30:00 PM,"No.556, Marenahalli, Tankbund road, J P Nagar 2nd phase, Bengaluru City,
Karnaka, 560078",12.9774928,77.5718903
Hanumantha Nagar,2017,2 wheeler theft,18/10/2017,2:00:00 PM,"No 129, 7th main, 6th cross, Byransadra ayanagar 1st Block Bengaluru.",12.984376,77.657449
Girinagar,2019,2 wheeler theft,23/11/2019,,near Tagore circle Basavanagudi Bengaluru City Karna,12.985461,77.985461
Hanumantha Nagar,2018,2 wheeler theft,16/11/2018,1:05:00 PM,"No-65, Rion Dipo
Bulding 2nd Main,2nd
Cross,, Behind Samph
Angadi, Thyagarajanagar,
Bengaluru City,",12.98779,77.56357
Hanumantha Nagar,2018,2 wheeler theft,27/11/2018,7:00:00 PM,"In Frount Of No-4/2,1st
Floor,6th Cross, 3rd Main,
Kadirenahalli, Bengaluru
City,",12.98779,77.56357
Subramanyapura,2017,Assault,23/10/2017,18:00,"No.01,muniswamy compound,8th main,srinidhi bhavan,srinidhi layout bangalore",12.98825,77.582154
Jayanagar,2015,2 wheeler theft,25/09/15,12:00:00 PM,"No-19, 1St cross, Ganganagara, Ashokanagara Near vidyapeeta Circle Bsk 1st stage Bengaluru City",12.98987,77.564124
Subramanyapura,2018,Assault,16/12/2018,12:35,"55 WALL STREET
PUB, J P NAGAR 2ND
PHASE, Bengaluru City,
Karnaka",12.9901083,77.6641461
Jayanagar,2015,2 wheeler theft,22/09/15,12:00:00 PM,"Srinivasanagar, Bangalore",12.9938379,77.564288
K S Layout,2019,2 wheeler theft,11/1/2019,10:30:00 AM,"No-157,3rd cross,T R nagar,BSK 3rd stg, Bengluru-85",12.994327,77.8492
K S Layout,2015,Ordinary Theft,30/07/2015,,"K R road, Basvanagudi",12.995296,77.568251
K S Layout,2016,Ordinary Theft,15/08/2016,,"Dtreya road, basavanagudi",12.995296,77.568251
Girinagar,2015,2 wheeler theft,21/04/2015,7:30:00 PM,"Infront of Hotel Uddyamidarara Sahakara Bank,, Ragigudda Anjaneya Temple, 9th
Block Jayanara, Bengaluru City, Karnaka, 560078",12.9958855,77.5171967
C K Achuktu,2017,2 wheeler theft,18/12/2017,4:00:00 PM,"NO.314, 33rd CROSS, 17th MAIN, 4th T. BLOCK, JAYANAGARA",12.996659,77.530421
Jayanagar,2016,2 wheeler theft,27/08/16,12:00:00 AM,"6th cross, ashoknagar, bangalore",12.997906,77.571392
Hanumantha Nagar,2019,2 wheeler theft,23/08/2019,1:45:00 PM,"In Front Of No-2, 1st
Cross, 2nd Main, 2nd Block,
Thyagaraja nagar,
Bengaluru City,",12.99796,77.62866
Hanumantha Nagar,2019,2 wheeler theft,27/08/2019,2:00:00 PM,"In Front Of Prakruti
Youth Hostel, No-493/J, 8th
Cross, 7th Block Jayanagar,
Bengaluru City,",12.99796,77.62866
Hanumantha Nagar,2019,2 wheeler theft,7/8/2019,10:40:00 AM,"In Front Of No-73, 2nd
Cross, Swami Vivekananda
Road, Thyagaraja Nagara,Bengaluru City,",13.0001841,77.708389
Hanumantha Nagar,2018,2 wheeler theft,26/06/2018,10:30:00 AM,"Infornt of House No
30.24th A Cross, 6th Main,
Karesandra,Banashankari
2nd stage, Bengaluru City,",13.000578,77.544693
Hanumantha Nagar,2018,2 wheeler theft,30/06/2018,9:45:00 AM,"Infront of House No
29,Ta silk Farm,5th Main,
Basavanagudi, Bengaluru
City,",13.000578,77.544693
Hanumantha Nagar,2018,2 wheeler theft,16/01/2018,10:30:00 AM,"Infort of house No
04,17th Main, 10th Cross,
Padmanabhanagar,
Bengaluru City,",13.00557,77.535655
Basavanagudi,2016,Chain Snatching,28/05/2016,6:00:00 AM,CHIKKALASANDRA SUBRAMANYAPUR BENGALORE CITY,13.00748497,77.56788031
J P Nagar,2016,2 wheeler theft,29/05/2016,20:00 PM,CHIKKALASANDRA BENGALORE CITY,13.00748497,77.56788031
J P Nagar,2017,2 wheeler theft,31/01/2017,11:00:00 AM,LAKSHAMI VEKESWAR NILAYA CHIKKALASANDRA BENGALORE CITY,13.00748497,77.56788031
J P Nagar,2019,2 wheeler theft,2/10/2019,2:00:00 PM,"NO.NIL 1ST FLOOR KANTAMMA BUILDING, CHIKKALASANDRA
UTTARAHALLI, Bengaluru City,",13.00748497,77.55107561
Subramanyapura,2015,Assault,06/03/2015,21:10,NO.46/1 CHIKKALASANDRA BANGALORE,13.00748497,77.56788031
Subramanyapura,2017,Assault,28/01/2017,14:00,"NO 3/1 FIRST FLOOR, FIRST CROSS UDAYANAGARA CHIKKALLASANDRA SUBRAMANYA POLICE STION",13.00748497,77.56788031
Hanumantha Nagar,2019,2 wheeler theft,24/03/2019,2:55:00 PM,"In Front Of
Umamaheshwari Chowtry,
K.R Road, Jayanagar 7th
Block, Bengaluru City,",13.01015,77.54377
Hanumantha Nagar,2019,2 wheeler theft,11/11/2019,11:00:00 AM,"Opp Vijay Bank
Uttarahalli Main Road,
Padmanabhanagar,
Bengaluru City,",13.014,77.65938
Siddapura,2017,Rape,01/11/2017,17:00,"No-23, 26th cross, Happy garden Layout, Ramamurthy Nagara, Bengaluru",13.0184,77.6781
Banashankari,2019,Attempted Murder,11/3/2019,13:15,"Near Banashankari bus
stand, Kanakapura main
road, BSK 2nd stage,
Bengaluru City,",13.01965,77.60673
Hanumantha Nagar,2017,2 wheeler theft,31/05/2017,9:00:00 PM,"NO-177,7TH CROSS,
SHASTHRI NAGAR,
TYAGARAJA NAGARA.KR
ROAD, Bengaluru City,",13.019965,77.596145
Hanumantha Nagar,2017,2 wheeler theft,16/10/2017,7:30:00 PM,"No 23/A,Ganesh Mandir Road, TR Nagar, Bengaluru
City,",13.019965,77.596145
Hanumantha Nagar,2018,2 wheeler theft,14/05/2018,11:00:00 AM,"INFRONT OFF NO-212,
BALAJI ROAD 2ND B
BLOCK, TYAGARAJA
NAGAR, Bengaluru City,",13.019965,77.596145
Hanumantha Nagar,2018,2 wheeler theft,6/7/2018,1:30:00 PM,"Infront of House No
470,3rd Cross,
Shhrinagar,TR Nagar, Bengaluru City,",13.019965,77.596145
Hanumantha Nagar,2018,2 wheeler theft,24/10/2018,10:30:00 AM,"Near Balambika Temple
Cross Road, Shashtrinagar,
Bengaluru City,",13.02049,77.615822
Basavanagudi,2018,Robbery,9/10/2016,20:00,"No 254.2nd Floor, 2nd
Main, Byarappa 2nd Block,
TR Nagar, Bengaluru City,",13.02075,75.592430.
Puttenahalli,2017,Ordinary Theft,1/9/2017,,"Near Amaravi Hotel,kunilgal,,Tumkur",13.025089,77.02631
Hanumantha Nagar,2019,2 wheeler theft,20/08/2019,11:00:00 AM,"Front Of House No.3757
9Th Main Road Near.,
Mekka Masidi Kaveri Nagar
Banashankari 2 Nd Stage,
Bengaluru City,",13.03997,80.15908
K S Layout,2015,Ordinary Theft,4/8/2015,19:30,"2nd Main, 30th Cross, Near Kanakapura Main Road, 7th Block Jayanagar",13.05669,77.6256687
C K Achuktu,2018,2 wheeler theft,16/11/2018,7:00:00 PM,"Near RV Road metro
stion38th Cross 5th Main,
5th Block Jayanagar,
Bengaluru City,",13.06381,77.44239
C K Achuktu,2018,2 wheeler theft,16/11/2018,10:00:00 PM,"Near Nandini Parlour,
RV Road metro stion, 5th
Block Jayanagar, Bengaluru",13.06381,77.44239
C K Achuktu,2018,2 wheeler theft,6/12/2018,4:00:00 PM,"Parking place, 38th
cross, 5th main, Near RV
Road metro stion, 5th
Block Jayanagar, Bengaluru",13.06381,77.44239
Puttenahalli,2018,Kidnap,2/11/2018,10:00,"Laxman Rao Park, Jayanagar 4th Block",13.08022,80.16636
Hanumantha Nagar,2019,2 wheeler theft,21/02/2019,6:15:00 PM,"In frot of No-227/19-1,
Byrappa Block, Near
Dodda, Anjaneya Tepmle,
Thayagaraj Nagar,
Bengaluru City,",13.085093,80.212396
Subramanyapura,2018,Assault,21/10/2018,23:15,"#NA, Infront Of Annamalai hotel,, Near Bharh petrol bunk, Tyagaraja nagara, Bengaluru City,",13.08595,77.54681
Girinagar,2017,2 wheeler theft,16/05/2017,4:15:00 PM,"Infront of NO.207, 1st Main, 1st Cross,, J P Nagar 2nd phase, Bengaluru City,
Karnaka, 560078",13.1114292,77.6021703
Basavanagudi,2019,Chain Snatching,2/7/2019,15:30,"10TH B MAIN ROAD, JAYANAGAR 4TH BLOCK",13.11539,77.565361
Banashankari,2019,Robbery,4/10/2019,14:00,"Behind Meenar Masque, No 45/7, 3rd Cross, MTB Area 5th Block Jayanagar",13.12876,80.23122
Hanumantha Nagar,2019,2 wheeler theft,27/08/2019,10:00:00 AM,"No-121, 13th Cross,
22nd Main, Raghavendra
Layout, Padmanabhanagar,
Bengaluru City,",13.15679,80.29615
Subramanyapura,2015,Assault,12/7/2015,,"BBMP Temporary
Sheds, In front of Sindhura
Kalyan, Mantapa, J P Nagar
1st Phase, Bengaluru City,
Karnaka-560078",13.5905586,75.103462
Girinagar,2015,2 wheeler theft,16/12/2015,4:05:00 PM,"Infront Of No.529, 12th MainTank band marenahall, Near Sallapuram temple,
J.P.Nagar 2nd phase, Bengaluru City, Karnaka, 560078",13.8751537,76.2407174
Subramanyapura,2015,Assault,17/07/2015,10:30,"M N Krishna Rao Park Main Ge, Basavanagudi , Bangalore.",13.940623,77.575326
Puttenahalli,2015,Kidnap,10/3/2015,,"Gresh Creion
Garments, No-72/2, B/C,
Behind, Ste Bank of
Hydrabad, Kanakapura
Main Road, Bengaluru City,
Karnaka-560078",15.2401726,75.8673004
Konanakunte,2018,Ordinary Theft,21/11/2018,11:00,"In front of Fire Stion,
Near Dhobi Gh,
Banashankari 2nd Stage,
Bengaluru City,",16.864691,-79.553238
Konanakunte,2018,Ordinary Theft,23/11/2018,13:30,"Puttlingaiah Road Infront
Of Carmel School,, Near
Saibaba Temple, Bengaluru
City,",16.864691,-79.553238
Hanumantha Nagar,2019,2 wheeler theft,29/05/2019,10:00:00 AM,"In frount of Sri Sai PG,
K.R Road,MM Industries,
Shastri Nagar, Bengaluru
City,",17.37068,78.56181
Hanumantha Nagar,2017,2 wheeler theft,30/06/2017,6:00:00 PM,"No,166, Manjunha
Road, 2nd Block,, T R
Nagar, Bengaluru City,",18.4516,73.81025
Hanumantha Nagar,2018,2 wheeler theft,30/05/2018,7:00:00 AM,"Nethaji Road, Thyagaraja Nagar B-28",18.4516,73.81025
Hanumantha Nagar,2019,2 wheeler theft,20/07/2019,1:30:00 PM,"In Frount Of House
No-5, Shri Rama Road,
Thyagaraja Nagara,
Bengaluru City,",18.4516,73.81025
Hanumantha Nagar,2019,2 wheeler theft,14/08/2019,1:30:00 PM,"In Front Of No-130,
Sindhur, 2nd Block,,
Ganesh Mandir Road,
Thyagaraja Nagar,
Bengaluru City,",18.62541,73.86646
K S Layout,2016,Ordinary Theft,3/5/2016,10:30,"No 159, 32nd Cross,11th Main, Jayanagara 4th,Block, Bengaluru City,",23.823643,90.35341
Girinagar,2016,2 wheeler theft,9/6/2016,10:30:00 AM,"Infront Of Ge No.1466/38,, Southend B Main, Jayanagar 9th Block, Bengaluru
City, Karnaka, 560078",26.7248041,1.8002004
Girinagar,2017,2 wheeler theft,18/01/2017,8:25:00 PM,"In Front of House No-1509, Southend B' Main,, 9th Block Jayanagar, Bengaluru
City, Karnaka, 560078",26.7248041,1.8002004
C K Achuktu,2016,2 wheeler theft,23/09/2016,6:00:00 PM,"NO 57/C, 31st Cross,Jayanagara 7th Block",30.234375,89.451163
Hanumantha Nagar,2017,2 wheeler theft,25/08/2017,1:00:00 PM,"In front of No-109/1,
Padma Nivas, 2nd Block,,
Thyagaraj Nagar Ganesh
mandir Road, Bengaluru
City,",33.26312,151.53749
Hanumantha Nagar,2019,2 wheeler theft,9/10/2019,5:00:00 PM,"In Front Of No-261/1/6,
3rd Main, Byrappa Block,
Thyagaraja nagar,
Bengaluru City,",33.26312,151.53749
Konanakunte,2019,Ordinary Theft,12/2/2019,16:10,"While Travelling On
BMTC Bus Root No-210
Indra, Nursinng Home bus
Stop TO
Padmanabhanagar,
Bengaluru City,",33.92954,93.00935
Konanakunte,2019,Ordinary Theft,26/09/2019,12:00,"Banashankari Bus Stop,
Banashankari 2nd stage,
Bengaluru City,",33.92954,93.00935
Hanumantha Nagar,2019,2 wheeler theft,29/01/2019,6:00:00 PM,"Ashwa Motors, No-311,
Ring Road, 4th Phase, 7th
Block, Banashankari 3rd
Stage, Bengaluru City,",38.256579,85.630154
Konanakunte,2017,Ordinary Theft,4/10/2017,18:30,"Near Agrawal Hotel, MK
Puttalingaiah Road,
Padmanabhanagar,
Bengaluru City,",40.0446,75.08734
Hanumantha Nagar,2019,2 wheeler theft,18/11/2019,4:30:00 PM,"In Front Of House
No-3881 23rd Main, 35th
Cross, Banashankari 2nd
stage, Bengaluru City,",40.71973,111.83444
C K Achuktu,2016,2 wheeler theft,5/2/2016,1:00:00 PM,"INFRONT OF SYNDICTE BANK, 40th CROSS,8th BLOCK, JAYANAGAR",42.16216,70.70683
Hanumantha Nagar,2019,2 wheeler theft,22/08/2019,10:15:00 AM,"In front Of No-70,
Muneshwara Provison
Store, 8th Cross,
Mariyamma Temple Street,
BSK 2nd Stage, Bengaluru
City,",50.663757,10.673568
Hanumantha Nagar,2019,2 wheeler theft,16/12/2019,12:15:00 PM,"Infront of No-13/33, 1st
Floor, SMS Arced,11Cross,
Raghavendra Layout,
Padmanabhanagar,
Bengaluru City,",53.02638,2.72447
Hanumantha Nagar,2019,2 wheeler theft,4/11/2019,5:30:00 PM,"III)In Front Of BendaKaluru
Biriyani Hotel 4th Cross,
Subramanyapur Main
road,Kadirenahalli, Bengaluru City,",53.026451,2.72429
Hanumantha Nagar,2019,2 wheeler theft,13/11/2019,10:30:00 AM,"Front Of House
No-13,Beyond Mariyamma
Temple,, Kadirenahalli
Banaashankari 2nd Stage,
Bengaluru City,",53.026451,2.72429
Hanumantha Nagar,2019,2 wheeler theft,9/12/2019,1:30:00 PM,"In Front Of No-45/1, 1st
Cross, Obalappa Garden,
Ta Silk farm,
Basavanagudi, Bengaluru",53.87903,2.76644
C K Achuktu,2016,2 wheeler theft,20/01/2016,9:30:00 PM,"Infront of herald Bar, 8th F Main road, 3rd block,Jayanagara",56.09397,3.9313
K S Layout,2015,4 Wheeler Theft,08/10/2015,9:30,SARAVBOWMANGAR CHIKKALASANDRA BENGALOR CITY,77.53502225,12.90784268
